payment_id,user_id,amount,payment_date,plan_type,valid_until,churn_status,renewed,validity_days
T60384668769,15497,12.99,2024-12-31,Premium,2025-03-01,active,True,60
T56517880736,15497,12.99,2025-03-04,Premium,2025-05-03,active,True,60
T56252539241,15498,7.99,2024-11-28,Standard,2024-12-28,active,True,30
T87677615191,15498,7.99,2024-12-31,Standard,2025-01-30,active,True,30
T63091820315,15498,7.99,2025-02-03,Standard,2025-03-05,active,True,30
T80055164163,15498,7.99,2025-03-08,Standard,2025-04-07,churned,False,30
T65326009188,15499,7.99,2024-11-28,Standard,2024-12-28,churned,False,30
T86966564318,15500,7.99,2024-11-28,Standard,2024-12-28,active,True,30
T98855333556,15500,7.99,2025-01-01,Standard,2025-01-31,active,True,30
T86631521572,15500,7.99,2025-02-01,Standard,2025-03-03,active,True,30
T56566592819,15500,7.99,2025-03-04,Standard,2025-04-03,active,True,30
T69027778726,15501,12.99,2024-11-28,Premium,2025-01-27,active,True,60
T52158787356,15501,12.99,2025-01-31,Premium,2025-04-01,churned,False,60
T67090405025,15502,12.99,2024-11-28,Premium,2025-01-27,churned,False,60
T51665275919,15503,4.99,2024-11-28,Student Plan,2024-12-28,active,True,30
T62946828023,15503,4.99,2025-01-02,Student Plan,2025-02-01,active,True,30
T72340370263,15503,4.99,2025-02-02,Student Plan,2025-03-04,churned,False,30
T90420262886,15504,7.99,2024-11-28,Standard,2024-12-28,active,True,30
T69662574957,15504,7.99,2025-01-01,Standard,2025-01-31,active,True,30
T75544625704,15504,7.99,2025-02-02,Standard,2025-03-04,active,True,30
T90264248775,15504,7.99,2025-03-05,Standard,2025-04-04,active,True,30
T73822137356,15505,4.99,2024-11-29,Student Plan,2024-12-29,active,True,30
T51917164964,15505,4.99,2024-12-31,Student Plan,2025-01-30,active,True,30
T64278015230,15505,4.99,2025-02-02,Student Plan,2025-03-04,active,True,30
T85297775919,15505,7.99,2025-03-06,Standard,2025-04-05,active,True,30
T71014306077,15506,4.99,2024-11-29,Student Plan,2024-12-29,active,True,30
T91563291513,15506,4.99,2024-12-30,Student Plan,2025-01-29,active,True,30
T69721834164,15506,7.99,2025-02-03,Standard,2025-03-05,churned,False,30
T51619171851,15507,7.99,2024-11-29,Standard,2024-12-29,churned,False,30
T56943909604,15508,7.99,2024-11-29,Standard,2024-12-29,active,True,30
T87732838967,15508,7.99,2025-01-01,Standard,2025-01-31,active,True,30
T99407835366,15508,7.99,2025-02-01,Standard,2025-03-03,active,True,30
T62784164911,15508,7.99,2025-03-06,Standard,2025-04-05,active,True,30
T97022848345,15509,12.99,2024-11-29,Premium,2025-01-28,active,True,60
T78533297920,15509,12.99,2025-02-01,Premium,2025-04-02,active,True,60
T81795205033,15510,12.99,2024-11-29,Premium,2025-01-28,active,True,60
T63277461748,15510,12.99,2025-01-31,Premium,2025-04-01,active,True,60
T94550931480,15511,4.99,2024-11-29,Student Plan,2024-12-29,active,True,30
T76712326281,15511,7.99,2025-01-03,Standard,2025-02-02,active,True,30
T55452553119,15511,7.99,2025-02-03,Standard,2025-03-05,active,True,30
T83603776639,15511,12.99,2025-03-06,Premium,2025-05-05,active,True,60
T55185043988,15512,12.99,2024-11-29,Premium,2025-01-28,active,True,60
T60979350178,15512,12.99,2025-02-01,Premium,2025-04-02,active,True,60
T70123659949,15513,7.99,2024-11-29,Standard,2024-12-29,active,True,30
T97631087969,15513,7.99,2025-01-03,Standard,2025-02-02,active,True,30
T97153184689,15513,7.99,2025-02-04,Standard,2025-03-06,active,True,30
T62788726843,15513,7.99,2025-03-08,Standard,2025-04-07,active,True,30
T78948729541,15514,7.99,2024-11-29,Standard,2024-12-29,active,True,30
T72674239221,15514,7.99,2025-01-02,Standard,2025-02-01,active,True,30
T77984938696,15514,7.99,2025-02-04,Standard,2025-03-06,active,True,30
T97056172549,15514,7.99,2025-03-08,Standard,2025-04-07,active,True,30
T75794958234,15515,4.99,2024-11-29,Student Plan,2024-12-29,churned,False,30
T79066782407,15516,7.99,2024-11-29,Standard,2024-12-29,active,True,30
T94740981860,15516,7.99,2025-01-02,Standard,2025-02-01,churned,False,30
T92816542703,15517,12.99,2024-11-29,Premium,2025-01-28,active,True,60
T77879603379,15517,7.99,2025-02-02,Standard,2025-03-04,active,True,30
T87514131210,15517,12.99,2025-03-08,Premium,2025-05-07,active,True,60
T83767830006,15518,12.99,2024-11-29,Premium,2025-01-28,active,True,60
T96647350216,15518,12.99,2025-01-29,Premium,2025-03-30,active,True,60
T60944709759,15519,7.99,2024-11-29,Standard,2024-12-29,active,True,30
T50087383164,15519,7.99,2024-12-31,Standard,2025-01-30,active,True,30
T92040544006,15519,7.99,2025-02-02,Standard,2025-03-04,active,True,30
T67218834709,15519,7.99,2025-03-08,Standard,2025-04-07,active,True,30
T77067474035,15520,12.99,2024-11-29,Premium,2025-01-28,active,True,60
T61439008648,15520,7.99,2025-01-31,Standard,2025-03-02,active,True,30
T87609532684,15520,12.99,2025-03-03,Premium,2025-05-02,active,True,60
T61534540766,15521,4.99,2024-11-29,Student Plan,2024-12-29,active,True,30
T64043165620,15521,12.99,2025-01-03,Premium,2025-03-04,active,True,60
T75900642515,15521,7.99,2025-03-07,Standard,2025-04-06,churned,False,30
T92541821297,15522,4.99,2024-11-29,Student Plan,2024-12-29,active,True,30
T56260497880,15522,4.99,2025-01-03,Student Plan,2025-02-02,active,True,30
T90517776441,15522,4.99,2025-02-03,Student Plan,2025-03-05,active,True,30
T74235179894,15522,4.99,2025-03-10,Student Plan,2025-04-09,churned,False,30
T80513338822,15523,7.99,2024-11-29,Standard,2024-12-29,active,True,30
T52118625017,15523,7.99,2024-12-30,Standard,2025-01-29,active,True,30
T79673343414,15523,12.99,2025-01-30,Premium,2025-03-31,churned,False,60
T72639505817,15524,7.99,2024-11-29,Standard,2024-12-29,active,True,30
T84730183350,15524,7.99,2024-12-30,Standard,2025-01-29,churned,False,30
T87351766056,15525,7.99,2024-11-30,Standard,2024-12-30,churned,False,30
T50723540226,15526,4.99,2024-11-30,Student Plan,2024-12-30,active,True,30
T59915170298,15526,7.99,2025-01-04,Standard,2025-02-03,active,True,30
T84264280628,15526,7.99,2025-02-06,Standard,2025-03-08,active,True,30
T54568063993,15526,7.99,2025-03-13,Standard,2025-04-12,active,True,30
T74566374351,15527,4.99,2024-11-30,Student Plan,2024-12-30,active,True,30
T83561989258,15527,12.99,2025-01-02,Premium,2025-03-03,active,True,60
T86352519380,15527,12.99,2025-03-08,Premium,2025-05-07,active,True,60
T78856043337,15528,4.99,2024-11-30,Student Plan,2024-12-30,churned,False,30
T98284434272,15529,7.99,2024-11-30,Standard,2024-12-30,churned,False,30
T64286790892,15530,7.99,2024-11-30,Standard,2024-12-30,active,True,30
T50973953950,15530,7.99,2024-12-31,Standard,2025-01-30,active,True,30
T86584617561,15530,7.99,2025-02-01,Standard,2025-03-03,churned,False,30
T79646111994,15531,4.99,2024-11-30,Student Plan,2024-12-30,active,True,30
T97853012183,15531,4.99,2025-01-01,Student Plan,2025-01-31,active,True,30
T76339663589,15531,12.99,2025-02-05,Premium,2025-04-06,active,True,60
T88823112813,15532,7.99,2024-11-30,Standard,2024-12-30,active,True,30
T87070597287,15532,7.99,2024-12-31,Standard,2025-01-30,churned,False,30
T91576837218,15533,4.99,2024-11-30,Student Plan,2024-12-30,active,True,30
T94984296982,15533,12.99,2025-01-04,Premium,2025-03-05,churned,False,60
T74323628436,15534,12.99,2024-11-30,Premium,2025-01-29,active,True,60
T97699021485,15534,12.99,2025-01-31,Premium,2025-04-01,active,True,60
T88756912648,15535,7.99,2024-11-30,Standard,2024-12-30,active,True,30
T67740350360,15535,7.99,2025-01-01,Standard,2025-01-31,active,True,30
T96094610883,15535,7.99,2025-02-05,Standard,2025-03-07,active,True,30
T68899754459,15535,7.99,2025-03-09,Standard,2025-04-08,active,True,30
T71333180194,15536,7.99,2024-11-30,Standard,2024-12-30,active,True,30
T83254586641,15536,7.99,2025-01-02,Standard,2025-02-01,active,True,30
T61964845217,15536,7.99,2025-02-04,Standard,2025-03-06,active,True,30
T88793712869,15536,7.99,2025-03-10,Standard,2025-04-09,active,True,30
T89089883507,15537,12.99,2024-11-30,Premium,2025-01-29,active,True,60
T58656057227,15537,12.99,2025-02-03,Premium,2025-04-04,active,True,60
T95198009917,15538,4.99,2024-11-30,Student Plan,2024-12-30,active,True,30
T53968756459,15538,7.99,2025-01-01,Standard,2025-01-31,active,True,30
T57261065715,15538,7.99,2025-02-05,Standard,2025-03-07,active,True,30
T63238762241,15538,12.99,2025-03-09,Premium,2025-05-08,active,True,60
T73031580411,15539,4.99,2024-11-30,Student Plan,2024-12-30,churned,False,30
T86415604299,15540,7.99,2024-11-30,Standard,2024-12-30,active,True,30
T93820079982,15540,12.99,2025-01-01,Premium,2025-03-02,active,True,60
T91219722625,15540,12.99,2025-03-03,Premium,2025-05-02,active,True,60
T95555781164,15541,4.99,2024-11-30,Student Plan,2024-12-30,churned,False,30
T97835374907,15542,7.99,2024-11-30,Standard,2024-12-30,active,True,30
T56582208947,15542,7.99,2024-12-31,Standard,2025-01-30,active,True,30
T87706010344,15542,7.99,2025-02-02,Standard,2025-03-04,churned,False,30
T73178479528,15543,7.99,2024-11-30,Standard,2024-12-30,active,True,30
T75945799760,15543,7.99,2025-01-01,Standard,2025-01-31,active,True,30
T90688317195,15543,12.99,2025-02-03,Premium,2025-04-04,active,True,60
T88236921351,15544,12.99,2024-11-30,Premium,2025-01-29,active,True,60
T57158404744,15544,12.99,2025-01-31,Premium,2025-04-01,active,True,60
T74266375561,15545,12.99,2024-11-30,Premium,2025-01-29,active,True,60
T71475680300,15545,12.99,2025-02-02,Premium,2025-04-03,active,True,60
T85649930777,15546,12.99,2024-11-30,Premium,2025-01-29,active,True,60
T72323781786,15546,7.99,2025-02-01,Standard,2025-03-03,active,True,30
T70797879350,15546,7.99,2025-03-04,Standard,2025-04-03,churned,False,30
T94429435595,15547,7.99,2024-11-30,Standard,2024-12-30,churned,False,30
T68726934000,15548,4.99,2024-12-01,Student Plan,2024-12-31,active,True,30
T74013796262,15548,4.99,2025-01-03,Student Plan,2025-02-02,active,True,30
T94315813747,15548,4.99,2025-02-06,Student Plan,2025-03-08,active,True,30
T71631130647,15548,4.99,2025-03-12,Student Plan,2025-04-11,active,True,30
T63244643922,15549,12.99,2024-12-01,Premium,2025-01-30,active,True,60
T88245399735,15549,7.99,2025-02-01,Standard,2025-03-03,active,True,30
T93940511599,15549,7.99,2025-03-04,Standard,2025-04-03,active,True,30
T94148337727,15550,7.99,2024-12-01,Standard,2024-12-31,active,True,30
T83948767111,15550,7.99,2025-01-04,Standard,2025-02-03,active,True,30
T99722838646,15550,7.99,2025-02-06,Standard,2025-03-08,active,True,30
T98795061903,15550,7.99,2025-03-13,Standard,2025-04-12,active,True,30
T93097792112,15551,7.99,2024-12-01,Standard,2024-12-31,active,True,30
T84579661435,15551,7.99,2025-01-04,Standard,2025-02-03,churned,False,30
T85193202814,15552,7.99,2024-12-01,Standard,2024-12-31,active,True,30
T74704428483,15552,7.99,2025-01-02,Standard,2025-02-01,active,True,30
T58543220406,15552,7.99,2025-02-03,Standard,2025-03-05,active,True,30
T99628568630,15552,7.99,2025-03-06,Standard,2025-04-05,active,True,30
T79337640095,15553,4.99,2024-12-01,Student Plan,2024-12-31,active,True,30
T70607913840,15553,4.99,2025-01-04,Student Plan,2025-02-03,active,True,30
T59575766106,15553,12.99,2025-02-05,Premium,2025-04-06,active,True,60
T90619881435,15554,7.99,2024-12-01,Standard,2024-12-31,active,True,30
T66779784226,15554,7.99,2025-01-02,Standard,2025-02-01,active,True,30
T68717555366,15554,7.99,2025-02-03,Standard,2025-03-05,active,True,30
T58337474397,15554,7.99,2025-03-07,Standard,2025-04-06,active,True,30
T70773169424,15555,4.99,2024-12-01,Student Plan,2024-12-31,active,True,30
T76975753358,15555,4.99,2025-01-01,Student Plan,2025-01-31,churned,False,30
T96295211163,15556,12.99,2024-12-01,Premium,2025-01-30,active,True,60
T95617163611,15556,12.99,2025-02-02,Premium,2025-04-03,active,True,60
T99026667458,15557,12.99,2024-12-01,Premium,2025-01-30,churned,False,60
T91962965252,15558,7.99,2024-12-01,Standard,2024-12-31,active,True,30
T86590301948,15558,7.99,2025-01-04,Standard,2025-02-03,active,True,30
T81609837203,15558,7.99,2025-02-04,Standard,2025-03-06,active,True,30
T51199849713,15558,7.99,2025-03-07,Standard,2025-04-06,active,True,30
T87139779222,15559,7.99,2024-12-01,Standard,2024-12-31,active,True,30
T75764589422,15559,7.99,2025-01-03,Standard,2025-02-02,active,True,30
T79648577851,15559,7.99,2025-02-06,Standard,2025-03-08,active,True,30
T99714000945,15559,7.99,2025-03-11,Standard,2025-04-10,churned,False,30
T86676848502,15560,4.99,2024-12-01,Student Plan,2024-12-31,active,True,30
T87857491592,15560,4.99,2025-01-05,Student Plan,2025-02-04,active,True,30
T67441402545,15560,4.99,2025-02-09,Student Plan,2025-03-11,active,True,30
T95368586008,15560,4.99,2025-03-13,Student Plan,2025-04-12,active,True,30
T61189098622,15561,12.99,2024-12-01,Premium,2025-01-30,active,True,60
T72672197238,15561,12.99,2025-02-04,Premium,2025-04-05,active,True,60
T72130396121,15562,7.99,2024-12-01,Standard,2024-12-31,active,True,30
T90498122612,15562,7.99,2025-01-05,Standard,2025-02-04,churned,False,30
T93072287116,15563,4.99,2024-12-01,Student Plan,2024-12-31,active,True,30
T94156365003,15563,7.99,2025-01-01,Standard,2025-01-31,churned,False,30
T61756116323,15564,7.99,2024-12-01,Standard,2024-12-31,churned,False,30
T94561745573,15565,7.99,2024-12-01,Standard,2024-12-31,active,True,30
T75666734875,15565,7.99,2025-01-03,Standard,2025-02-02,active,True,30
T57077010430,15565,7.99,2025-02-04,Standard,2025-03-06,active,True,30
T55572190019,15565,7.99,2025-03-10,Standard,2025-04-09,active,True,30
T75133930211,15566,12.99,2024-12-01,Premium,2025-01-30,active,True,60
T89593236775,15566,12.99,2025-02-04,Premium,2025-04-05,active,True,60
T76487779937,15567,7.99,2024-12-01,Standard,2024-12-31,active,True,30
T73078418747,15567,7.99,2025-01-03,Standard,2025-02-02,active,True,30
T72995270517,15567,7.99,2025-02-05,Standard,2025-03-07,active,True,30
T70385084632,15567,7.99,2025-03-10,Standard,2025-04-09,churned,False,30
T81186984312,15568,12.99,2024-12-01,Premium,2025-01-30,active,True,60
T67304417954,15568,12.99,2025-02-04,Premium,2025-04-05,active,True,60
T95845906537,15569,12.99,2024-12-01,Premium,2025-01-30,churned,False,60
T95701338386,15570,7.99,2024-12-01,Standard,2024-12-31,active,True,30
T96681021617,15570,7.99,2025-01-05,Standard,2025-02-04,active,True,30
T93344422831,15570,7.99,2025-02-06,Standard,2025-03-08,active,True,30
T54577065471,15570,7.99,2025-03-12,Standard,2025-04-11,active,True,30
T69087657794,15571,7.99,2024-12-02,Standard,2025-01-01,active,True,30
T57476190946,15571,7.99,2025-01-02,Standard,2025-02-01,churned,False,30
T74185734748,15572,12.99,2024-12-02,Premium,2025-01-31,active,True,60
T96668702544,15572,12.99,2025-02-05,Premium,2025-04-06,active,True,60
T87935144755,15573,12.99,2024-12-02,Premium,2025-01-31,churned,False,60
T94778617343,15574,12.99,2024-12-02,Premium,2025-01-31,active,True,60
T77430619823,15574,12.99,2025-02-01,Premium,2025-04-02,active,True,60
T92178392196,15575,7.99,2024-12-02,Standard,2025-01-01,active,True,30
T79110274420,15575,7.99,2025-01-05,Standard,2025-02-04,active,True,30
T98274786252,15575,7.99,2025-02-05,Standard,2025-03-07,active,True,30
T79999383314,15575,12.99,2025-03-12,Premium,2025-05-11,active,True,60
T75839219468,15576,12.99,2024-12-02,Premium,2025-01-31,active,True,60
T92194985208,15576,12.99,2025-02-05,Premium,2025-04-06,active,True,60
T82317794740,15577,12.99,2024-12-02,Premium,2025-01-31,active,True,60
T92575390981,15577,12.99,2025-02-05,Premium,2025-04-06,active,True,60
T98740799207,15578,7.99,2024-12-02,Standard,2025-01-01,active,True,30
T59720443567,15578,12.99,2025-01-04,Premium,2025-03-05,active,True,60
T59872387342,15578,12.99,2025-03-10,Premium,2025-05-09,active,True,60
T57418738942,15579,12.99,2024-12-02,Premium,2025-01-31,active,True,60
T56718582466,15579,12.99,2025-02-05,Premium,2025-04-06,active,True,60
T52698559396,15580,7.99,2024-12-02,Standard,2025-01-01,churned,False,30
T50836104209,15581,7.99,2024-12-02,Standard,2025-01-01,active,True,30
T84473716055,15581,7.99,2025-01-05,Standard,2025-02-04,active,True,30
T84509768382,15581,7.99,2025-02-09,Standard,2025-03-11,active,True,30
T80312974669,15581,7.99,2025-03-15,Standard,2025-04-14,active,True,30
T95142357233,15582,12.99,2024-12-02,Premium,2025-01-31,active,True,60
T61010082033,15582,12.99,2025-02-01,Premium,2025-04-02,active,True,60
T66953691107,15583,4.99,2024-12-02,Student Plan,2025-01-01,churned,False,30
T94869415400,15584,7.99,2024-12-02,Standard,2025-01-01,active,True,30
T55177736272,15584,7.99,2025-01-05,Standard,2025-02-04,active,True,30
T79705421788,15584,12.99,2025-02-08,Premium,2025-04-09,active,True,60
T97270805882,15585,12.99,2024-12-02,Premium,2025-01-31,churned,False,60
T67743910537,15586,12.99,2024-12-02,Premium,2025-01-31,active,True,60
T74066626900,15586,7.99,2025-02-04,Standard,2025-03-06,active,True,30
T95841840375,15586,7.99,2025-03-08,Standard,2025-04-07,churned,False,30
T88242952420,15587,12.99,2024-12-02,Premium,2025-01-31,active,True,60
T86922031091,15587,12.99,2025-02-02,Premium,2025-04-03,active,True,60
T57525690758,15588,12.99,2024-12-02,Premium,2025-01-31,active,True,60
T73914384444,15588,12.99,2025-02-05,Premium,2025-04-06,active,True,60
T67353236039,15589,12.99,2024-12-02,Premium,2025-01-31,active,True,60
T55658925768,15589,12.99,2025-02-04,Premium,2025-04-05,active,True,60
T92748283006,15590,7.99,2024-12-03,Standard,2025-01-02,churned,False,30
T69514261295,15591,4.99,2024-12-03,Student Plan,2025-01-02,active,True,30
T73650505587,15591,4.99,2025-01-06,Student Plan,2025-02-05,active,True,30
T61560735345,15591,4.99,2025-02-07,Student Plan,2025-03-09,active,True,30
T66978864611,15591,4.99,2025-03-11,Student Plan,2025-04-10,churned,False,30
T66869103179,15592,7.99,2024-12-03,Standard,2025-01-02,active,True,30
T54151086745,15592,7.99,2025-01-04,Standard,2025-02-03,active,True,30
T53708320726,15592,7.99,2025-02-04,Standard,2025-03-06,active,True,30
T60410422038,15592,7.99,2025-03-11,Standard,2025-04-10,active,True,30
T74519885178,15593,12.99,2024-12-03,Premium,2025-02-01,active,True,60
T97139380151,15593,12.99,2025-02-02,Premium,2025-04-03,active,True,60
T62541257107,15594,7.99,2024-12-03,Standard,2025-01-02,active,True,30
T56015158821,15594,7.99,2025-01-06,Standard,2025-02-05,active,True,30
T86652703706,15594,7.99,2025-02-09,Standard,2025-03-11,active,True,30
T58257351999,15594,7.99,2025-03-15,Standard,2025-04-14,churned,False,30
